,Entity,Year,Coal Consumption - EJ,Gas Consumption - EJ,Geo Biomass Other - TWh,Hydro Generation - TWh,Nuclear Generation - TWh,Solar Generation - TWh,Wind Generation -TWh,Oil Consumption - EJ
2711,Middle East,1986,0.13,2.37,0.00,11.08,0.00,0.00,0.00,6.16
2712,Middle East,1987,0.13,2.60,0.00,13.92,0.00,0.00,0.00,6.52
2713,Middle East,1988,0.13,2.89,0.00,14.30,0.00,0.00,0.00,6.81
2714,Middle East,1989,0.12,3.26,0.00,12.62,0.00,0.00,0.00,6.99
2715,Middle East,1990,0.13,3.44,0.00,15.27,0.00,0.00,0.00,7.13
2716,Middle East,1991,0.15,3.60,0.00,11.01,0.00,0.00,0.00,7.48
2717,Middle East,1992,0.17,4.12,0.00,17.83,0.00,0.00,0.00,7.90
2718,Middle East,1993,0.20,3.86,0.00,20.05,0.00,0.00,0.00,8.48
2719,Middle East,1994,0.21,4.46,0.00,16.55,0.00,0.00,0.00,9.38
2720,Middle East,1995,0.22,4.91,0.00,18.65,0.00,0.00,0.00,9.40
2721,Middle East,1996,0.26,5.12,0.00,18.70,0.00,0.00,0.00,9.62
2722,Middle East,1997,0.28,5.41,0.00,15.93,0.00,0.00,0.00,10.06
2723,Middle East,1998,0.30,5.84,0.00,17.21,0.00,0.00,0.00,9.86
2724,Middle East,1999,0.30,6.23,0.00,11.80,0.00,0.00,0.04,9.82
2725,Middle East,2000,0.32,6.60,0.00,10.72,0.00,0.00,0.04,10.26
2726,Middle East,2001,0.36,7.01,0.01,11.62,0.00,0.00,0.05,10.64
2727,Middle East,2002,0.38,7.73,0.01,16.82,0.00,0.00,0.04,10.86
2728,Middle East,2003,0.40,8.11,0.01,18.48,0.00,0.00,0.04,11.28
2729,Middle East,2004,0.40,8.94,0.01,23.08,0.00,0.00,0.06,11.96
2730,Middle East,2005,0.41,9.59,0.01,23.92,0.00,0.00,0.09,12.77
2731,Middle East,2006,0.41,10.15,0.01,28.25,0.00,0.00,0.14,13.34
2732,Middle East,2007,0.42,11.02,0.01,26.71,0.00,0.00,0.16,13.85
2733,Middle East,2008,0.40,12.14,0.02,13.69,0.00,0.00,0.21,14.71
2734,Middle East,2009,0.40,12.50,0.05,12.12,0.00,0.03,0.24,15.20
2735,Middle East,2010,0.42,13.68,0.08,17.39,0.00,0.10,0.22,15.46
2736,Middle East,2011,0.43,14.33,0.22,18.26,0.11,0.23,0.23,15.92
2737,Middle East,2012,0.50,14.79,0.22,21.41,1.48,0.43,0.22,16.61
2738,Middle East,2013,0.47,15.24,0.18,23.51,4.32,0.69,0.23,17.09
2739,Middle East,2014,0.47,16.11,0.23,19.94,4.14,1.30,0.22,17.24
2740,Middle East,2015,0.44,17.22,0.21,16.77,3.55,1.87,0.38,17.18
2741,Middle East,2016,0.40,18.03,0.26,20.16,6.47,3.17,0.71,17.51
2742,Middle East,2017,0.40,18.80,0.26,20.78,6.96,4.39,0.83,17.34
2743,Middle East,2018,0.39,19.65,0.26,14.51,6.89,6.10,1.13,17.31
2744,Middle East,2019,0.40,20.10,0.26,33.30,6.41,11.92,1.16,17.80
2745,Morocco,1965,0.01,0.00,0.00,1.21,0.00,0.00,0.00,0.04
2746,Morocco,1966,0.01,0.00,0.00,1.05,0.00,0.00,0.00,0.06
2747,Morocco,1967,0.01,0.00,0.00,0.93,0.00,0.00,0.00,0.07
2748,Morocco,1968,0.01,0.00,0.00,1.06,0.00,0.00,0.00,0.07
2749,Morocco,1969,0.01,0.00,0.00,1.37,0.00,0.00,0.00,0.08
2750,Morocco,1970,0.01,0.00,0.00,1.35,0.00,0.00,0.00,0.08
2751,Morocco,1971,0.01,0.00,0.00,1.52,0.00,0.00,0.00,0.09
2752,Morocco,1972,0.02,0.00,0.00,1.60,0.00,0.00,0.00,0.09
2753,Morocco,1973,0.02,0.00,0.00,1.19,0.00,0.00,0.00,0.11
2754,Morocco,1974,0.02,0.00,0.00,1.34,0.00,0.00,0.00,0.12
2755,Morocco,1975,0.02,0.00,0.00,1.02,0.00,0.00,0.00,0.12
2756,Morocco,1976,0.02,0.00,0.00,1.00,0.00,0.00,0.00,0.13
2757,Morocco,1977,0.02,0.00,0.00,1.37,0.00,0.00,0.00,0.15
2758,Morocco,1978,0.02,0.00,0.00,1.42,0.00,0.00,0.00,0.16
2759,Morocco,1979,0.02,0.00,0.00,1.58,0.00,0.00,0.00,0.18
2760,Morocco,1980,0.02,0.00,0.00,1.52,0.00,0.00,0.00,0.18
2761,Morocco,1981,0.02,0.00,0.00,1.02,0.00,0.00,0.00,0.18
2762,Morocco,1982,0.02,0.00,0.00,0.57,0.00,0.00,0.00,0.19
2763,Morocco,1983,0.02,0.00,0.00,0.48,0.00,0.00,0.00,0.19
2764,Morocco,1984,0.02,0.00,0.00,0.37,0.00,0.00,0.00,0.20
2765,Morocco,1985,0.03,0.00,0.00,0.49,0.00,0.00,0.00,0.20
2766,Morocco,1986,0.04,0.00,0.00,0.64,0.00,0.00,0.00,0.20
2767,Morocco,1987,0.04,0.00,0.00,0.83,0.00,0.00,0.00,0.20
2768,Morocco,1988,0.04,0.00,0.00,0.94,0.00,0.00,0.00,0.21
2769,Morocco,1989,0.05,0.00,0.00,1.16,0.00,0.00,0.00,0.23
2770,Morocco,1990,0.05,0.00,0.00,1.22,0.00,0.00,0.00,0.24
2771,Morocco,1991,0.05,0.00,0.00,1.23,0.00,0.00,0.00,0.24
2772,Morocco,1992,0.05,0.00,0.00,0.96,0.00,0.00,0.00,0.28
2773,Morocco,1993,0.05,0.00,0.00,0.44,0.00,0.00,0.00,0.29
2774,Morocco,1994,0.06,0.00,0.00,0.84,0.00,0.00,0.00,0.31
2775,Morocco,1995,0.07,0.00,0.00,0.61,0.00,0.00,0.00,0.29
2776,Morocco,1996,0.09,0.00,0.00,1.96,0.00,0.00,0.00,0.28
2777,Morocco,1997,0.08,0.00,0.00,2.08,0.00,0.00,0.00,0.29
2778,Morocco,1998,0.10,0.00,0.00,1.78,0.00,0.00,0.00,0.29
2779,Morocco,1999,0.10,0.00,0.00,0.83,0.00,0.00,0.00,0.32
2780,Morocco,2000,0.11,0.00,0.00,0.72,0.00,0.00,0.06,0.30
2781,Morocco,2001,0.14,0.00,0.00,0.86,0.00,0.00,0.21,0.30
2782,Morocco,2002,0.14,0.00,0.00,0.84,0.00,0.00,0.19,0.31
2783,Morocco,2003,0.14,0.00,0.00,1.44,0.00,0.00,0.20,0.31
2784,Morocco,2004,0.15,0.00,0.00,1.59,0.00,0.00,0.20,0.36
2785,Morocco,2005,0.16,0.02,0.00,0.96,0.00,0.00,0.21,0.39
2786,Morocco,2006,0.16,0.02,0.00,0.98,0.00,0.00,0.18,0.40
2787,Morocco,2007,0.14,0.02,0.00,0.90,0.00,0.00,0.28,0.42
2788,Morocco,2008,0.15,0.02,0.00,0.92,0.00,0.00,0.30,0.46
2789,Morocco,2009,0.11,0.02,0.00,2.57,0.00,0.00,0.39,0.46
2790,Morocco,2010,0.12,0.03,0.00,3.47,0.00,0.00,0.66,0.52
2791,Morocco,2011,0.12,0.03,0.00,2.01,0.00,0.00,0.69,0.55
2792,Morocco,2012,0.13,0.04,0.00,1.63,0.00,0.00,0.73,0.56
2793,Morocco,2013,0.13,0.04,0.00,2.79,0.00,0.00,1.21,0.56
2794,Morocco,2014,0.17,0.04,0.00,1.64,0.00,0.00,1.92,0.53
2795,Morocco,2015,0.19,0.04,0.00,1.89,0.00,0.01,2.52,0.52
2796,Morocco,2016,0.18,0.04,0.00,1.26,0.00,0.40,3.00,0.54
2797,Morocco,2017,0.19,0.04,0.00,1.18,0.00,0.42,3.03,0.57
2798,Morocco,2018,0.22,0.04,0.00,1.69,0.00,0.95,3.84,0.55
2799,Morocco,2019,0.28,0.04,0.00,1.26,0.00,1.58,4.70,0.57
2800,Netherlands,1965,0.37,0.05,0.00,0.00,0.00,0.00,0.00,1.07
2801,Netherlands,1966,0.34,0.10,0.00,0.00,0.00,0.00,0.00,1.16
2802,Netherlands,1967,0.33,0.18,0.00,0.00,0.00,0.00,0.00,1.18
2803,Netherlands,1968,0.31,0.31,0.00,0.00,0.03,0.00,0.00,1.27
2804,Netherlands,1969,0.26,0.45,0.00,0.00,0.32,0.00,0.00,1.39
2805,Netherlands,1970,0.19,0.64,0.00,0.00,0.37,0.00,0.00,1.54
2806,Netherlands,1971,0.15,0.83,0.00,0.00,0.41,0.00,0.00,1.53
2807,Netherlands,1972,0.12,1.08,0.00,0.00,0.33,0.00,0.00,1.70
2808,Netherlands,1973,0.13,1.20,0.00,0.00,1.11,0.00,0.00,1.76
2809,Netherlands,1974,0.12,1.28,0.00,0.00,3.28,0.00,0.00,1.51
2810,Netherlands,1975,0.10,1.33,0.80,0.00,3.34,0.00,0.00,1.48
2811,Netherlands,1976,0.13,1.38,0.87,0.00,3.87,0.00,0.00,1.67
2812,Netherlands,1977,0.13,1.39,0.87,0.00,3.71,0.00,0.00,1.60
2813,Netherlands,1978,0.15,1.39,1.21,0.00,4.06,0.00,0.00,1.64
2814,Netherlands,1979,0.14,1.39,1.11,0.00,3.49,0.00,0.00,1.77
2815,Netherlands,1980,0.17,1.27,1.02,0.00,4.20,0.00,0.00,1.65
2816,Netherlands,1981,0.19,1.21,1.09,0.00,3.66,0.00,0.00,1.54
2817,Netherlands,1982,0.21,1.15,0.27,0.00,3.90,0.00,0.00,1.34
2818,Netherlands,1983,0.22,1.23,0.23,0.00,3.59,0.00,0.00,1.27
2819,Netherlands,1984,0.27,1.31,0.02,0.00,3.71,0.00,0.00,1.26
2820,Netherlands,1985,0.27,1.38,0.44,0.00,3.90,0.00,0.00,1.27
2821,Netherlands,1986,0.27,1.38,0.55,0.00,4.22,0.00,0.00,1.41
2822,Netherlands,1987,0.29,1.42,0.70,0.00,3.56,0.00,0.00,1.42
2823,Netherlands,1988,0.35,1.28,0.84,0.00,3.68,0.00,0.02,1.51
2824,Netherlands,1989,0.34,1.32,0.90,0.04,4.02,0.00,0.02,1.49
2825,Netherlands,1990,0.37,1.33,0.67,0.09,3.50,0.00,0.06,1.54
2826,Netherlands,1991,0.34,1.48,0.75,0.10,3.33,0.00,0.09,1.48
2827,Netherlands,1992,0.34,1.44,0.75,0.12,3.80,0.00,0.15,1.55
2828,Netherlands,1993,0.34,1.48,0.86,0.09,3.95,0.00,0.17,1.54
2829,Netherlands,1994,0.36,1.43,0.94,0.10,3.97,0.00,0.24,1.53
2830,Netherlands,1995,0.37,1.47,1.02,0.09,4.02,0.00,0.32,1.61
2831,Netherlands,1996,0.36,1.63,1.32,0.08,4.16,0.00,0.44,1.61
2832,Netherlands,1997,0.35,1.53,1.46,0.09,2.41,0.00,0.48,1.67
2833,Netherlands,1998,0.36,1.51,1.59,0.11,3.81,0.00,0.64,1.69
2834,Netherlands,1999,0.31,1.47,1.79,0.09,3.83,0.01,0.65,1.73
2835,Netherlands,2000,0.33,1.48,2.01,0.14,3.92,0.01,0.83,1.75
2836,Netherlands,2001,0.35,1.51,2.36,0.12,3.97,0.01,0.83,1.83
2837,Netherlands,2002,0.35,1.49,2.91,0.11,3.91,0.02,0.95,1.84
2838,Netherlands,2003,0.36,1.50,2.55,0.07,4.02,0.03,1.32,1.85
2839,Netherlands,2004,0.36,1.54,3.32,0.10,3.82,0.03,1.87,1.93
2840,Netherlands,2005,0.34,1.49,5.28,0.09,4.00,0.03,2.07,2.05
2841,Netherlands,2006,0.32,1.43,5.19,0.11,3.47,0.04,2.73,2.04
2842,Netherlands,2007,0.35,1.40,4.03,0.11,4.20,0.04,3.44,2.10
2843,Netherlands,2008,0.33,1.45,5.08,0.10,4.17,0.04,4.26,2.00
2844,Netherlands,2009,0.31,1.49,6.11,0.10,4.25,0.04,4.58,1.91
2845,Netherlands,2010,0.32,1.68,7.06,0.10,3.97,0.06,3.99,1.94
2846,Netherlands,2011,0.31,1.47,7.08,0.06,4.14,0.10,5.10,1.97
2847,Netherlands,2012,0.34,1.41,7.20,0.10,3.91,0.25,4.98,1.87
2848,Netherlands,2013,0.34,1.41,5.95,0.11,2.89,0.52,5.63,1.77
2849,Netherlands,2014,0.38,1.24,5.01,0.11,4.09,0.78,5.80,1.69
2850,Netherlands,2015,0.46,1.23,4.93,0.09,4.08,1.12,7.55,1.65
2851,Netherlands,2016,0.43,1.27,4.90,0.10,3.96,1.56,8.17,1.71
2852,Netherlands,2017,0.38,1.30,4.60,0.06,3.40,2.20,10.57,1.64
2853,Netherlands,2018,0.34,1.27,4.56,0.07,3.51,3.69,10.56,1.68
2854,Netherlands,2019,0.27,1.33,5.63,0.07,3.91,5.19,11.46,1.65
2855,New Zealand,1965,0.07,0.00,1.35,10.02,0.00,0.00,0.00,0.12
2856,New Zealand,1966,0.07,0.00,1.36,10.81,0.00,0.00,0.00,0.13
2857,New Zealand,1967,0.06,0.00,1.13,11.22,0.00,0.00,0.00,0.14
2858,New Zealand,1968,0.06,0.00,1.30,11.77,0.00,0.00,0.00,0.14
2859,New Zealand,1969,0.06,0.00,1.33,11.64,0.00,0.00,0.00,0.15
2860,New Zealand,1970,0.06,0.00,1.27,12.67,0.00,0.00,0.00,0.17
2861,New Zealand,1971,0.05,0.00,1.26,14.39,0.00,0.00,0.00,0.18
2862,New Zealand,1972,0.05,0.01,1.26,15.26,0.00,0.00,0.00,0.19
2863,New Zealand,1973,0.06,0.01,1.24,15.10,0.00,0.00,0.00,0.20
2864,New Zealand,1974,0.06,0.01,1.76,15.19,0.00,0.00,0.00,0.19
2865,New Zealand,1975,0.06,0.01,1.79,16.66,0.00,0.00,0.00,0.19
2866,New Zealand,1976,0.06,0.03,1.74,15.50,0.00,0.00,0.00,0.19
2867,New Zealand,1977,0.06,0.05,1.66,14.72,0.00,0.00,0.00,0.19
2868,New Zealand,1978,0.05,0.05,1.68,15.66,0.00,0.00,0.00,0.18
2869,New Zealand,1979,0.05,0.03,1.56,18.44,0.00,0.00,0.00,0.19
2870,New Zealand,1980,0.05,0.03,1.65,19.36,0.00,0.00,0.00,0.18
2871,New Zealand,1981,0.05,0.04,1.62,19.68,0.00,0.00,0.00,0.17
2872,New Zealand,1982,0.05,0.07,1.65,18.30,0.00,0.00,0.00,0.17
2873,New Zealand,1983,0.05,0.07,1.67,19.75,0.00,0.00,0.00,0.16
2874,New Zealand,1984,0.05,0.09,1.82,20.38,0.00,0.00,0.00,0.17
2875,New Zealand,1985,0.05,0.12,1.69,19.71,0.00,0.00,0.00,0.16
2876,New Zealand,1986,0.05,0.15,1.76,22.10,0.00,0.00,0.00,0.14
2877,New Zealand,1987,0.04,0.14,1.76,21.93,0.00,0.00,0.00,0.17
2878,New Zealand,1988,0.05,0.16,1.77,22.96,0.00,0.00,0.00,0.17
2879,New Zealand,1989,0.05,0.09,2.26,22.56,0.00,0.00,0.00,0.17
2880,New Zealand,1990,0.05,0.16,2.61,23.19,0.00,0.00,0.00,0.19
2881,New Zealand,1991,0.05,0.17,2.79,22.89,0.00,0.00,0.00,0.19
2882,New Zealand,1992,0.05,0.18,2.76,21.09,0.00,0.00,0.00,0.20
2883,New Zealand,1993,0.05,0.18,2.88,23.49,0.00,0.00,0.00,0.20
2884,New Zealand,1994,0.05,0.17,2.74,25.84,0.00,0.00,0.00,0.22
2885,New Zealand,1995,0.05,0.16,2.68,27.53,0.00,0.00,0.00,0.24
2886,New Zealand,1996,0.05,0.18,2.63,26.18,0.00,0.00,0.01,0.25
2887,New Zealand,1997,0.05,0.20,2.72,23.26,0.00,0.00,0.01,0.26
2888,New Zealand,1998,0.05,0.17,3.09,25.32,0.00,0.00,0.02,0.26
2889,New Zealand,1999,0.05,0.20,3.31,22.92,0.00,0.00,0.04,0.27
2890,New Zealand,2000,0.05,0.21,3.48,24.43,0.00,0.00,0.12,0.27
2891,New Zealand,2001,0.06,0.22,3.30,21.68,0.00,0.00,0.14,0.27
2892,New Zealand,2002,0.06,0.21,3.18,24.87,0.00,0.00,0.16,0.28
2893,New Zealand,2003,0.08,0.16,3.11,23.62,0.00,0.00,0.15,0.30
2894,New Zealand,2004,0.09,0.15,3.21,27.24,0.00,0.00,0.36,0.30
2895,New Zealand,2005,0.10,0.14,3.63,23.33,0.00,0.00,0.61,0.31
2896,New Zealand,2006,0.09,0.14,3.89,23.57,0.00,0.00,0.62,0.31
2897,New Zealand,2007,0.07,0.15,4.08,23.64,0.00,0.00,0.93,0.32
2898,New Zealand,2008,0.09,0.14,4.73,22.35,0.00,0.00,1.06,0.32
2899,New Zealand,2009,0.07,0.14,5.42,24.22,0.00,0.00,1.48,0.31
2900,New Zealand,2010,0.06,0.16,6.42,24.73,0.00,0.00,1.64,0.31
2901,New Zealand,2011,0.06,0.14,6.67,25.11,0.00,0.00,1.96,0.31
2902,New Zealand,2012,0.07,0.16,6.75,22.90,0.00,0.00,2.08,0.31
2903,New Zealand,2013,0.06,0.17,6.99,23.03,0.00,0.01,2.02,0.31
2904,New Zealand,2014,0.06,0.19,7.85,24.32,0.00,0.02,2.21,0.32
2905,New Zealand,2015,0.06,0.18,8.42,24.53,0.00,0.04,2.36,0.33
2906,New Zealand,2016,0.05,0.17,8.44,25.92,0.00,0.06,2.33,0.34
2907,New Zealand,2017,0.05,0.18,8.44,25.18,0.00,0.08,2.09,0.35
2908,New Zealand,2018,0.05,0.16,8.35,26.29,0.00,0.10,2.07,0.36
2909,New Zealand,2019,0.06,0.17,8.43,25.59,0.00,0.13,2.26,0.36
2910,North America,1965,12.28,16.04,13.33,325.93,3.98,0.00,0.00,26.65
2911,North America,1966,12.84,17.30,14.06,341.05,5.98,0.00,0.00,27.99
2912,North America,1967,12.61,18.21,14.07,372.16,8.21,0.00,0.00,29.16
2913,North America,1968,13.08,19.53,15.55,377.00,14.11,0.00,0.00,31.19
2914,North America,1969,13.11,21.11,16.23,420.07,15.19,0.00,0.00,32.85
2915,North America,1970,13.05,22.30,16.24,426.63,23.99,0.00,0.00,34.27
2916,North America,1971,12.36,23.04,16.58,449.29,44.38,0.00,0.00,35.45
2917,North America,1972,12.80,23.45,18.67,475.89,64.15,0.00,0.00,38.25
2918,North America,1973,13.72,23.41,20.15,489.24,103.13,0.00,0.00,40.40
2919,North America,1974,13.43,22.71,20.87,534.66,134.67,0.00,0.00,39.17
2920,North America,1975,13.42,21.08,20.27,523.87,194.15,0.00,0.00,38.57
2921,North America,1976,14.45,21.46,23.85,519.77,218.58,0.00,0.00,41.38
2922,North America,1977,15.03,21.17,25.20,465.20,290.43,0.00,0.00,43.47
2923,North America,1978,14.70,21.38,26.41,537.80,322.15,0.00,0.00,43.30
2924,North America,1979,15.93,22.17,28.12,548.06,303.85,0.00,0.00,42.80
2925,North America,1980,16.48,21.81,28.87,550.06,302.36,0.00,0.00,40.25
2926,North America,1981,16.98,21.36,30.24,557.14,327.09,0.00,0.00,37.91
2927,North America,1982,16.46,20.21,29.84,596.25,335.99,0.00,0.00,35.92
2928,North America,1983,17.10,19.07,33.24,625.36,357.74,0.00,0.00,35.47
2929,North America,1984,18.39,20.38,39.36,637.31,397.09,0.01,0.01,36.72
2930,North America,1985,18.77,19.84,39.71,619.25,464.41,0.01,0.01,36.70
2931,North America,1986,18.48,18.60,43.96,628.91,507.10,0.01,0.01,38.02
2932,North America,1987,19.30,19.64,49.40,590.90,556.49,0.01,0.00,38.93
2933,North America,1988,20.22,20.62,49.51,557.66,637.58,0.01,0.00,40.46
2934,North America,1989,20.45,21.87,57.01,590.53,636.90,0.25,2.13,40.77
2935,North America,1990,20.49,21.87,66.54,612.45,682.62,0.37,2.82,40.10
2936,North America,1991,20.27,22.35,70.37,617.23,733.39,0.48,2.98,39.32
2937,North America,1992,20.43,23.14,75.65,593.41,735.28,0.41,2.98,40.10
2938,North America,1993,21.03,23.78,78.24,628.12,740.63,0.48,3.10,40.39
2939,North America,1994,21.20,24.41,78.31,607.47,785.47,0.51,3.55,41.59
2940,North America,1995,21.45,25.41,76.82,672.88,814.45,0.52,3.26,41.40
2941,North America,1996,22.42,25.87,78.54,733.48,810.24,0.55,3.33,42.83
2942,North America,1997,22.91,26.07,79.87,731.01,754.14,0.55,3.40,43.56
2943,North America,1998,23.21,25.72,80.74,677.55,789.42,0.54,3.13,44.44
2944,North America,1999,23.13,26.00,81.48,694.32,849.57,0.54,4.71,45.51
2945,North America,2000,24.19,27.13,81.86,662.60,874.09,0.54,5.93,46.10
2946,North America,2001,23.60,25.95,82.75,570.20,894.18,0.60,7.15,46.04
2947,North America,2002,23.80,26.95,87.91,632.30,905.87,0.63,10.88,46.00
2948,North America,2003,24.08,26.51,87.70,625.96,888.80,0.64,12.01,46.82
2949,North America,2004,24.15,26.66,89.01,626.13,928.98,0.72,15.25,48.54
2950,North America,2005,24.59,26.44,89.89,656.09,925.35,0.78,19.56,48.65
2951,North America,2006,24.24,26.28,89.51,668.88,936.80,0.86,29.35,48.05
2952,North America,2007,24.54,27.79,91.11,638.01,952.13,1.13,38.02,48.08
2953,North America,2008,24.09,28.02,89.43,667.77,953.80,1.69,59.97,45.37
2954,North America,2009,21.15,27.70,89.65,666.94,940.87,2.21,81.87,43.07
2955,North America,2010,22.45,28.89,92.81,645.82,945.35,3.30,105.57,43.95
2956,North America,2011,21.25,29.76,93.36,728.09,934.82,5.35,133.23,43.41
2957,North America,2012,18.84,30.92,94.71,686.21,912.79,9.99,157.24,42.57
2958,North America,2013,19.48,32.01,99.02,686.36,945.06,17.64,184.87,43.03
2959,North America,2014,19.39,32.79,101.00,677.14,955.33,31.56,202.73,43.17
2960,North America,2015,16.95,33.63,101.16,659.54,951.81,42.57,228.36,43.74
2961,North America,2016,15.56,33.78,101.41,679.89,959.39,58.94,270.60,44.09
2962,North America,2017,15.28,33.67,101.38,723.24,958.79,82.82,299.00,44.32
2963,North America,2018,14.50,36.93,98.95,707.88,963.24,101.34,321.68,45.18
2964,North America,2019,12.41,38.07,96.90,676.93,963.75,125.11,354.87,44.78
2965,Norway,1965,0.03,0.00,0.00,49.45,0.00,0.00,0.00,0.22
2966,Norway,1966,0.03,0.00,0.00,48.74,0.00,0.00,0.00,0.25
2967,Norway,1967,0.03,0.00,0.00,53.30,0.00,0.00,0.00,0.25
2968,Norway,1968,0.03,0.00,0.00,60.21,0.00,0.00,0.00,0.28
2969,Norway,1969,0.04,0.00,0.00,57.37,0.00,0.00,0.00,0.31
2970,Norway,1970,0.04,0.00,0.00,57.81,0.00,0.00,0.00,0.35
2971,Norway,1971,0.03,0.00,0.00,63.25,0.00,0.00,0.00,0.35
2972,Norway,1972,0.04,0.00,0.00,67.42,0.00,0.00,0.00,0.36
2973,Norway,1973,0.04,0.00,0.00,72.87,0.00,0.00,0.00,0.37
2974,Norway,1974,0.04,0.00,0.00,76.60,0.00,0.00,0.00,0.33
2975,Norway,1975,0.04,0.00,0.00,77.33,0.00,0.00,0.00,0.35
2976,Norway,1976,0.04,0.00,0.00,81.93,0.00,0.00,0.00,0.38
2977,Norway,1977,0.03,0.01,0.00,72.02,0.00,0.00,0.00,0.38
2978,Norway,1978,0.04,0.02,0.00,80.71,0.00,0.00,0.00,0.42
2979,Norway,1979,0.04,0.03,0.00,88.70,0.00,0.00,0.00,0.42
2980,Norway,1980,0.04,0.03,0.00,83.61,0.00,0.00,0.00,0.40
2981,Norway,1981,0.04,0.04,0.00,92.83,0.00,0.00,0.00,0.38
2982,Norway,1982,0.04,0.04,0.00,92.50,0.00,0.00,0.00,0.36
2983,Norway,1983,0.04,0.04,0.00,105.69,0.00,0.00,0.00,0.35
2984,Norway,1984,0.05,0.04,0.00,105.90,0.00,0.00,0.00,0.37
2985,Norway,1985,0.05,0.04,0.01,102.38,0.00,0.00,0.00,0.39
2986,Norway,1986,0.04,0.05,0.03,96.20,0.00,0.00,0.00,0.41
2987,Norway,1987,0.04,0.05,0.02,103.27,0.00,0.00,0.00,0.41
2988,Norway,1988,0.04,0.07,0.03,108.86,0.00,0.00,0.00,0.39
2989,Norway,1989,0.04,0.08,0.03,118.40,0.00,0.00,0.00,0.39
2990,Norway,1990,0.03,0.08,0.21,121.15,0.00,0.00,0.00,0.38
2991,Norway,1991,0.03,0.09,0.21,110.13,0.00,0.00,0.00,0.35
2992,Norway,1992,0.03,0.10,0.23,116.67,0.00,0.00,0.00,0.36
2993,Norway,1993,0.03,0.10,0.24,119.23,0.00,0.00,0.00,0.38
2994,Norway,1994,0.04,0.11,0.27,111.64,0.00,0.00,0.00,0.39
2995,Norway,1995,0.04,0.11,0.29,121.53,0.00,0.00,0.00,0.38
2996,Norway,1996,0.04,0.12,0.30,103.86,0.00,0.00,0.00,0.41
2997,Norway,1997,0.04,0.14,0.24,109.78,0.00,0.00,0.00,0.42
2998,Norway,1998,0.04,0.14,0.27,115.70,0.00,0.00,0.00,0.42
2999,Norway,1999,0.04,0.14,0.27,121.45,0.00,0.00,0.01,0.41
3000,Norway,2000,0.04,0.15,0.26,141.82,0.00,0.01,0.03,0.38
3001,Norway,2001,0.04,0.14,0.26,120.46,0.00,0.01,0.03,0.43
3002,Norway,2002,0.03,0.15,0.25,129.37,0.00,0.01,0.04,0.42
3003,Norway,2003,0.03,0.16,0.33,105.48,0.00,0.01,0.22,0.43
3004,Norway,2004,0.04,0.17,0.36,108.78,0.00,0.01,0.26,0.42
3005,Norway,2005,0.03,0.16,0.33,135.69,0.00,0.01,0.51,0.42
3006,Norway,2006,0.03,0.15,0.39,119.37,0.00,0.01,0.64,0.43
3007,Norway,2007,0.03,0.15,0.39,133.66,0.00,0.01,0.89,0.43
3008,Norway,2008,0.03,0.15,0.40,139.04,0.00,0.01,0.91,0.42
3009,Norway,2009,0.02,0.15,0.23,125.28,0.00,0.01,0.98,0.43
3010,Norway,2010,0.03,0.15,0.34,116.75,0.00,0.01,0.88,0.45
3011,Norway,2011,0.04,0.14,0.34,120.29,0.00,0.01,1.28,0.43
3012,Norway,2012,0.03,0.14,0.33,141.74,0.00,0.01,1.55,0.43
3013,Norway,2013,0.03,0.14,0.40,128.15,0.00,0.01,1.88,0.44
3014,Norway,2014,0.04,0.15,0.26,135.44,0.00,0.01,2.22,0.41
3015,Norway,2015,0.03,0.16,0.26,137.30,0.00,0.01,2.52,0.42
3016,Norway,2016,0.03,0.16,0.23,142.42,0.00,0.02,2.12,0.40
3017,Norway,2017,0.03,0.17,0.21,141.96,0.00,0.04,2.85,0.40
3018,Norway,2018,0.03,0.16,0.20,138.99,0.00,0.09,3.88,0.41
3019,Norway,2019,0.03,0.16,0.26,125.26,0.00,0.11,5.54,0.39
3020,Oman,1965,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
3021,Oman,1966,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
3022,Oman,1967,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
3023,Oman,1968,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
3024,Oman,1969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
3025,Oman,1970,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02
3026,Oman,1971,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06
3027,Oman,1972,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06
3028,Oman,1973,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06
3029,Oman,1974,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
3030,Oman,1975,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
3031,Oman,1976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
3032,Oman,1977,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
3033,Oman,1978,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.05
3034,Oman,1979,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.05
